-5.081075207002477612e+00 -2.575637855580243496e+00 -2.212572541657920056e+00 -2.055455264397366477e+00 -2.027652823838469232e+00 -2.054171717892270266e+00 -2.056650392483019729e+00 -1.943726951285901450e+00 -1.823030166413534658e+00 -1.731406715214124148e+00 -1.404681771782977151e+00 -1.125684414080186713e+00 -9.413590230174211371e-01 -7.997370117283075786e-01 -6.991697228755171523e-01 -6.274628603881566846e-01 -5.997709152512022968e-01 -6.251482027521007012e-01 -7.603791692690808901e-01 -1.133126430449928890e+00
-2.575637855580243496e+00 -9.950914401008681409e-02 2.518811194322552183e-01 3.782071477230335432e-01 3.736716340103196643e-01 3.545160515350804786e-01 4.018196181314870330e-01 5.558603484340061129e-01 6.682148754437680083e-01 9.104151697026825474e-01 1.268511325463506978e+00 1.485313123509149236e+00 1.639087433076149125e+00 1.750655914349637854e+00 1.825534920480345491e+00 1.847686037059919073e+00 1.811055881815381241e+00 1.599346148867310191e+00 1.734701536626653606e+00 inf
-2.212572541657920056e+00 2.518811194322552183e-01 5.787170612378247370e-01 6.606910539603418897e-01 6.230935385556950479e-01 6.149831595905919102e-01 7.388052548478629689e-01 8.955186866602193874e-01 1.030467776936554003e+00 1.440985904222618075e+00 1.724263717866381995e+00 1.924745704355483866e+00 2.062792340593629703e+00 2.155792026386338378e+00 2.194409970631939544e+00 2.170116765222788402e+00 1.954870170426824316e+00 2.137845773245329539e+00 inf inf
-2.055455264397366477e+00 3.782071477230335432e-01 6.606910539603418897e-01 6.691628326670926441e-01 6.192490263348329194e-01 6.665386345079760133e-01 8.750870959025505158e-01 1.031004375793740380e+00 1.321261319420628411e+00 1.736111242766291696e+00 1.981993389228394520e+00 2.157520464555849671e+00 2.283398902154383237e+00 2.343719636352600943e+00 2.325634413671327394e+00 2.126952524350887330e+00 2.334237943367623913e+00 inf inf inf
-2.027652823838469232e+00 3.736716340103196643e-01 6.230935385556950479e-01 6.192490263348329194e-01 4.017790528218672108e-01 5.767085402616540790e-01 8.798279391688215156e-01 1.086744419814561269e+00 1.570663727531149689e+00 1.922242451755129977e+00 2.135860733013759116e+00 2.285657743810446618e+00 2.377986208589769390e+00 2.381628300334499571e+00 2.203140614051266155e+00 2.422479284143214784e+00 inf inf inf inf
-2.054171717892270266e+00 3.545160515350804786e-01 6.149831595905919102e-01 6.665386345079760133e-01 5.767085402616540790e-01 3.621921767318401209e-01 7.210441358629324782e-01 1.167429665351093604e+00 1.707082242821051921e+00 2.019492105733283083e+00 2.215791596881587111e+00 2.340153457741440235e+00 2.379265602054404738e+00 2.209589277577800104e+00 2.427290245603547447e+00 inf inf inf inf inf
-2.056650392483019729e+00 4.018196181314870330e-01 7.388052548478629689e-01 8.750870959025505158e-01 8.798279391688215156e-01 7.210441358629324782e-01 4.362218561717963183e-01 1.207937797389311285e+00 1.737474226613377581e+00 2.043324541162355956e+00 2.222019445154478134e+00 2.292889391444427716e+00 2.150060223876989696e+00 2.397476788946383053e+00 inf inf inf inf inf inf
-1.943726951285901450e+00 5.558603484340061129e-01 8.955186866602193874e-01 1.031004375793740380e+00 1.086744419814561269e+00 1.167429665351093604e+00 1.207937797389311285e+00 1.096734053656337693e+00 1.636016588238312863e+00 1.985295675789606307e+00 2.135135482166063525e+00 2.037630779009104387e+00 2.291037735379843454e+00 inf inf inf inf inf inf inf
-1.823030166413534658e+00 6.682148754437680083e-01 1.030467776936554003e+00 1.321261319420628411e+00 1.570663727531149689e+00 1.707082242821051921e+00 1.737474226613377581e+00 1.636016588238312863e+00 1.412896510000486217e+00 1.769439005939535292e+00 1.818696169328921641e+00 2.131264299516695715e+00 inf inf inf inf inf inf inf inf
-1.731406715214124148e+00 9.104151697026825474e-01 1.440985904222618075e+00 1.736111242766291696e+00 1.922242451755129977e+00 2.019492105733283083e+00 2.043324541162355956e+00 1.985295675789606307e+00 1.769439005939535292e+00 1.280576195140852747e+00 1.763896973139187807e+00 inf inf inf inf inf inf inf inf inf
