-5.153553691103648582e+00 -2.646520546207108193e+00 -2.298339024154471222e+00 -2.168636161279900332e+00 -2.168721051178755133e+00 -2.162720269584506472e+00 -2.077753888077824129e+00 -1.878510808192698889e+00 -1.677356341113739546e+00 -1.484957432971306224e+00 -1.119905501760270816e+00 -8.237353990468214704e-01 -6.046395293014901196e-01 -4.277975220435981107e-01 -2.863354957044239590e-01 -1.706813761881140756e-01 -7.814442690527068081e-02 -2.539985430681390710e-02 -2.098410469568978698e-02 -1.371800248728560767e-01
-2.646520546207108193e+00 -1.394874013105678046e-01 2.086941207420691669e-01 3.383969836166400569e-01 3.383120937177852561e-01 3.443128753120339169e-01 4.292792568187162594e-01 6.285223367038414999e-01 8.296768037828008424e-01 1.022075711925234165e+00 1.387127643136269572e+00 1.683297745849718918e+00 1.902393615595050269e+00 2.079235622852942278e+00 2.220697649192116430e+00 2.336351768708426313e+00 2.428888717991269708e+00 2.481633290589726482e+00 2.486049040200850602e+00 2.369853120023684312e+00
-2.298339024154471222e+00 2.086941207420691669e-01 5.568756427947061383e-01 6.865785056692770283e-01 6.864936157704222275e-01 6.924943973646708884e-01 7.774607788713532308e-01 9.767038587564784713e-01 1.177858325835437814e+00 1.370257233977871136e+00 1.735309165188906544e+00 2.031479267902355890e+00 2.250575137647687463e+00 2.427417144905579249e+00 2.568879171244753401e+00 2.684533290761063284e+00 2.777070240043906679e+00 2.829814812642363453e+00 2.834230562253487573e+00 2.718034642076321283e+00
-2.168636161279900332e+00 3.383969836166400569e-01 6.865785056692770283e-01 8.162813685438479183e-01 8.161964786449931175e-01 8.221972602392417784e-01 9.071636417459241208e-01 1.106406721631049361e+00 1.307561188710008704e+00 1.499960096852442026e+00 1.865012028063477434e+00 2.161182130776926780e+00 2.380278000522258353e+00 2.557120007780150139e+00 2.698582034119324291e+00 2.814236153635634174e+00 2.906773102918477569e+00 2.959517675516934343e+00 2.963933425128058463e+00 2.847737504950892173e+00
-2.168721051178755133e+00 3.383120937177852561e-01 6.864936157704222275e-01 8.161964786449931175e-01 8.161115887461383167e-01 8.221123703403869776e-01 9.070787518470693200e-01 1.106321831732194561e+00 1.307476298811153903e+00 1.499875206953587226e+00 1.864927138164622633e+00 2.161097240878071979e+00 2.380193110623403108e+00 2.557035117881295339e+00 2.698497144220469490e+00 2.814151263736779374e+00 2.906688213019622768e+00 2.959432785618079542e+00 2.963848535229203662e+00 2.847652615052037373e+00
-2.162720269584506472e+00 3.443128753120339169e-01 6.924943973646708884e-01 8.221972602392417784e-01 8.221123703403869776e-01 8.281131519346356384e-01 9.130795334413179809e-01 1.112322613326443221e+00 1.313477080405402564e+00 1.505875988547835886e+00 1.870927919758871294e+00 2.167098022472320640e+00 2.386193892217652213e+00 2.563035899475543999e+00 2.704497925814718151e+00 2.820152045331028035e+00 2.912688994613871429e+00 2.965433567212328203e+00 2.969849316823452323e+00 2.853653396646286033e+00
-2.077753888077824129e+00 4.292792568187162594e-01 7.774607788713532308e-01 9.071636417459241208e-01 9.070787518470693200e-01 9.130795334413179809e-01 9.980459149480003234e-01 1.197288994833125564e+00 1.398443461912084906e+00 1.590842370054518229e+00 1.955894301265553636e+00 2.252064403979002982e+00 2.471160273724334111e+00 2.648002280982226342e+00 2.789464307321400494e+00 2.905118426837710377e+00 2.997655376120553772e+00 3.050399948719010546e+00 3.054815698330134666e+00 2.938619778152968376e+00
-1.878510808192698889e+00 6.285223367038414999e-01 9.767038587564784713e-01 1.106406721631049361e+00 1.106321831732194561e+00 1.112322613326443221e+00 1.197288994833125564e+00 1.396532074718250804e+00 1.597686541797210147e+00 1.790085449939643469e+00 2.155137381150678877e+00 2.451307483864128223e+00 2.670403353609459352e+00 2.847245360867351582e+00 2.988707387206525734e+00 3.104361506722835617e+00 3.196898456005679012e+00 3.249643028604135786e+00 3.254058778215259906e+00 3.137862858038093616e+00
-1.677356341113739546e+00 8.296768037828008424e-01 1.177858325835437814e+00 1.307561188710008704e+00 1.307476298811153903e+00 1.313477080405402564e+00 1.398443461912084906e+00 1.597686541797210147e+00 1.798841008876169489e+00 1.991239917018602812e+00 2.356291848229638219e+00 2.652461950943087565e+00 2.871557820688418694e+00 3.048399827946310925e+00 3.189861854285485077e+00 3.305515973801794960e+00 3.398052923084638355e+00 3.450797495683095129e+00 3.455213245294219249e+00 3.339017325117052959e+00
-1.484957432971306224e+00 1.022075711925234165e+00 1.370257233977871136e+00 1.499960096852442026e+00 1.499875206953587226e+00 1.505875988547835886e+00 1.590842370054518229e+00 1.790085449939643469e+00 1.991239917018602812e+00 2.183638825161036134e+00 2.548690756372071320e+00 2.844860859085520666e+00 3.063956728830852239e+00 3.240798736088744469e+00 3.382260762427918621e+00 3.497914881944228505e+00 3.590451831227071899e+00 3.643196403825528229e+00 3.647612153436652349e+00 3.531416233259486503e+00
