  -6.3107148e+00  -3.8070830e+00  -3.4549831e+00  -3.3201980e+00  -3.3174869e+00  -3.3339111e+00  -3.2940403e+00  -3.1318633e+00  -2.9625995e+00  -2.8148680e+00  -2.4528252e+00  -2.1676838e+00  -1.9572260e+00  -1.7930464e+00  -1.6630010e+00  -1.5712769e+00  -1.5075990e+00  -1.4939020e+00  -1.5598040e+00  -1.7462347e+00
  -3.8063363e+00  -1.3258327e+00  -9.9361051e-01  -8.9593091e-01  -9.2641471e-01  -9.1611442e-01  -8.1361257e-01  -6.0491134e-01  -4.3606351e-01  -1.3878978e-01   2.3215682e-01   4.6911206e-01   6.5354727e-01   7.8733379e-01   8.9673552e-01   9.5245280e-01   9.7075317e-01   8.4106085e-01   1.1717709e+00             Inf
  -3.4559827e+00  -9.9845131e-01  -6.9738806e-01  -6.4965204e-01  -6.8893354e-01  -6.5121227e-01  -4.6843653e-01  -2.4607064e-01  -3.9292946e-02   3.9862607e-01   6.9799142e-01   9.1264261e-01   1.0883303e+00   1.2110169e+00   1.2977449e+00   1.3099343e+00   1.1941075e+00   1.5672604e+00             Inf             Inf
  -3.3184820e+00  -8.9744661e-01  -6.4830951e-01  -6.9560513e-01  -7.0847327e-01  -5.8022676e-01  -3.1414501e-01  -8.4489517e-02   2.7451666e-01   6.9205841e-01   9.7368874e-01   1.1757845e+00   1.3383311e+00   1.4236611e+00   1.4643763e+00   1.3599516e+00   1.7435057e+00             Inf             Inf             Inf
  -3.3166586e+00  -9.2606694e-01  -6.8655852e-01  -7.0715023e-01  -9.4533569e-01  -6.7370312e-01  -2.8910063e-01   3.2484659e-03   5.2215439e-01   8.8279549e-01   1.1415921e+00   1.3258474e+00   1.4509395e+00   1.5211342e+00   1.4227876e+00   1.8226084e+00             Inf             Inf             Inf             Inf
  -3.3350531e+00  -9.1519071e-01  -6.5145820e-01  -5.8183417e-01  -6.7467571e-01  -8.7178393e-01  -4.2535000e-01   1.0506626e-01   6.6140451e-01   9.9170060e-01   1.2401850e+00   1.3988104e+00   1.4846040e+00   1.4254708e+00   1.8468812e+00             Inf             Inf             Inf             Inf             Inf
  -3.2951055e+00  -8.1371871e-01  -4.6082101e-01  -3.1795430e-01  -2.9138624e-01  -4.2736370e-01  -6.7053845e-01   1.4406741e-01   7.0894614e-01   1.0450203e+00   1.2744776e+00   1.3989280e+00   1.3485097e+00   1.7747339e+00             Inf             Inf             Inf             Inf             Inf             Inf
  -3.1295568e+00  -6.0787943e-01  -2.4714249e-01  -8.3742282e-02   5.5092000e-04   1.0928309e-01   1.4770334e-01   4.2336094e-02   6.2467134e-01   1.0140761e+00   1.2176654e+00   1.2184995e+00   1.6753458e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -2.9631245e+00  -4.3218481e-01  -3.7337311e-02   2.7017144e-01   5.2259488e-01   6.7025981e-01   7.0993458e-01   6.2362824e-01   4.2349682e-01   8.3674532e-01   9.9064470e-01   1.4784736e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -2.8158701e+00  -1.4656698e-01   3.9133325e-01   7.0259625e-01   8.8139284e-01   9.9273804e-01   1.0416007e+00   1.0120974e+00   8.3358349e-01   4.2417317e-01   1.1224577e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -2.4516085e+00   2.2419744e-01   7.0214214e-01   9.6813189e-01   1.1444144e+00   1.2473846e+00   1.2686541e+00   1.2206126e+00   9.8818525e-01   1.1152816e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -2.1647285e+00   4.6282084e-01   9.1869862e-01   1.1674701e+00   1.3200982e+00   1.3932410e+00   1.3958753e+00   1.2250498e+00   1.4962334e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.9557180e+00   6.4820442e-01   1.0942739e+00   1.3219474e+00   1.4501037e+00   1.4905146e+00   1.3658500e+00   1.6734871e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.7973111e+00   7.9030452e-01   1.2069325e+00   1.4138853e+00   1.5207024e+00   1.4130501e+00   1.7776061e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.6686818e+00   8.9072225e-01   1.2886730e+00   1.4619938e+00   1.4208625e+00   1.8291412e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.5672411e+00   9.5769602e-01   1.3134097e+00   1.3627830e+00   1.8412836e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.5115317e+00   9.6492682e-01   1.2048965e+00   1.7474552e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.4940486e+00   8.3558985e-01   1.5810615e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.5600145e+00   1.1712089e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
  -1.7438190e+00             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf             Inf
