-4.889229723811167716e+00 -2.446156073628412031e+00 -2.034102638511897876e+00 -1.821841146041723203e+00 -1.712948034388013241e+00 -1.691819582575333936e+00 -1.725425919061969182e+00 -1.701324041641292251e+00 -1.665688417719768388e+00 -1.706150599039101934e+00 -1.496102545730344069e+00 -1.256783087441693869e+00 -1.129370774368740671e+00 -1.048153794525054527e+00 -1.003724072843597881e+00 -1.001291208021024115e+00 -1.041182480269589927e+00 -1.146838209354708038e+00 -1.376398306707749875e+00 -2.313983944547179039e+00
-2.446156073628412031e+00 -3.082423445656345962e-03 4.089710116708578092e-01 6.212325041410324822e-01 7.301256157947424441e-01 7.512540676074217494e-01 7.176477311207865029e-01 7.417496085414634344e-01 7.773852324629872967e-01 7.369230511436537512e-01 9.469711044524116161e-01 1.186290562741061816e+00 1.313702875814015014e+00 1.394919855657701158e+00 1.439349577339157804e+00 1.441782442161731570e+00 1.401891169913165758e+00 1.296235440828047647e+00 1.066675343475005810e+00 1.290897056355766459e-01
-2.034102638511897876e+00 4.089710116708578092e-01 8.210244467873719643e-01 1.033285939257546637e+00 1.142179050911256599e+00 1.163307502723935904e+00 1.129701166237300658e+00 1.153803043657977589e+00 1.189438667579501452e+00 1.148976486260167906e+00 1.359024539568925771e+00 1.598343997857575971e+00 1.725756310930529169e+00 1.806973290774215313e+00 1.851403012455671959e+00 1.853835877278245725e+00 1.813944605029679913e+00 1.708288875944561802e+00 1.478728778591519966e+00 5.411431407520908010e-01
-1.821841146041723203e+00 6.212325041410324822e-01 1.033285939257546637e+00 1.245547431727721310e+00 1.354440543381431272e+00 1.375568995194110578e+00 1.341962658707475331e+00 1.366064536128152263e+00 1.401700160049676125e+00 1.361237978730342579e+00 1.571286032039100444e+00 1.810605490327750644e+00 1.938017803400703842e+00 2.019234783244390208e+00 2.063664504925846632e+00 2.066097369748420398e+00 2.026206097499854586e+00 1.920550368414736475e+00 1.690990271061694639e+00 7.534046332222654740e-01
-1.712948034388013241e+00 7.301256157947424441e-01 1.142179050911256599e+00 1.354440543381431272e+00 1.463333655035141234e+00 1.484462106847820539e+00 1.450855770361185293e+00 1.474957647781862224e+00 1.510593271703386087e+00 1.470131090384052541e+00 1.680179143692810406e+00 1.919498601981460606e+00 2.046910915054414026e+00 2.128127894898099726e+00 2.172557616579556594e+00 2.174990481402130360e+00 2.135099209153564548e+00 2.029443480068446437e+00 1.799883382715404601e+00 8.622977448759754360e-01
-1.691819582575333936e+00 7.512540676074217494e-01 1.163307502723935904e+00 1.375568995194110578e+00 1.484462106847820539e+00 1.505590558660499845e+00 1.471984222173864598e+00 1.496086099594541530e+00 1.531721723516065392e+00 1.491259542196731847e+00 1.701307595505489711e+00 1.940627053794139911e+00 2.068039366867092888e+00 2.149256346710779475e+00 2.193686068392235899e+00 2.196118933214809665e+00 2.156227660966243853e+00 2.050571931881125742e+00 1.821011834528083906e+00 8.834261966886547413e-01
-1.725425919061969182e+00 7.176477311207865029e-01 1.129701166237300658e+00 1.341962658707475331e+00 1.450855770361185293e+00 1.471984222173864598e+00 1.438377885687229352e+00 1.462479763107906283e+00 1.498115387029430146e+00 1.457653205710096600e+00 1.667701259018854465e+00 1.907020717307504665e+00 2.034433030380458085e+00 2.115650010224143784e+00 2.160079731905600653e+00 2.162512596728174419e+00 2.122621324479608607e+00 2.016965595394490496e+00 1.787405498041448659e+00 8.498198602020194947e-01
-1.701324041641292251e+00 7.417496085414634344e-01 1.153803043657977589e+00 1.366064536128152263e+00 1.474957647781862224e+00 1.496086099594541530e+00 1.462479763107906283e+00 1.486581640528583215e+00 1.522217264450107077e+00 1.481755083130773532e+00 1.691803136439531396e+00 1.931122594728181596e+00 2.058534907801134572e+00 2.139751887644821160e+00 2.184181609326277584e+00 2.186614474148851350e+00 2.146723201900285538e+00 2.041067472815167427e+00 1.811507375462125591e+00 8.739217376226964262e-01
-1.665688417719768388e+00 7.773852324629872967e-01 1.189438667579501452e+00 1.401700160049676125e+00 1.510593271703386087e+00 1.531721723516065392e+00 1.498115387029430146e+00 1.522217264450107077e+00 1.557852888371630939e+00 1.517390707052297394e+00 1.727438760361055259e+00 1.966758218649705459e+00 2.094170531722658879e+00 2.175387511566344578e+00 2.219817233247801447e+00 2.222250098070375213e+00 2.182358825821809400e+00 2.076703096736691290e+00 1.847142999383649453e+00 9.095573615442202886e-01
-1.706150599039101934e+00 7.369230511436537512e-01 1.148976486260167906e+00 1.361237978730342579e+00 1.470131090384052541e+00 1.491259542196731847e+00 1.457653205710096600e+00 1.481755083130773532e+00 1.517390707052297394e+00 1.476928525732963848e+00 1.686976579041721713e+00 1.926296037330371913e+00 2.053708350403325333e+00 2.134925330247011033e+00 2.179355051928467901e+00 2.181787916751041667e+00 2.141896644502475855e+00 2.036240915417357744e+00 1.806680818064315908e+00 8.690951802248867430e-01
-1.496102545730344069e+00 9.469711044524116161e-01 1.359024539568925771e+00 1.571286032039100444e+00 1.680179143692810406e+00 1.701307595505489711e+00 1.667701259018854465e+00 1.691803136439531396e+00 1.727438760361055259e+00 1.686976579041721713e+00 1.897024632350479578e+00 2.136344090639129778e+00 2.263756403712083198e+00 2.344973383555768898e+00 2.389403105237225766e+00 2.391835970059799532e+00 2.351944697811233720e+00 2.246288968726115609e+00 2.016728871373073773e+00 1.079143233533644608e+00
