    0.00    -0.06    -0.07    -0.16     0.08     0.25
   -0.08     0.00    -0.14    -0.06     0.04     0.22
   -0.08     0.01     0.00    -0.24    -0.43     0.12
   -0.06    -0.02    -0.13     0.00    -0.11     0.06
   -0.02     0.04    -0.23    -0.22     0.00     0.04
    0.11    -0.03    -0.00    -0.23    -0.02     0.00
