    0.00    13.35    18.74    19.07    17.64    31.82
    0.00     0.00    10.30    17.71     6.41    32.01
    0.00     0.00     0.00    20.58    19.02    37.04
    0.00     0.00     0.00     0.00    16.66    33.46
    0.00     0.00     0.00     0.00     0.00    15.17
    0.00     0.00     0.00     0.00     0.00     0.00
