    0.00    -0.05     0.11    -0.08     0.35     0.27
    0.50     0.00     0.53     0.64     1.72     1.10
    0.19     0.53     0.00     0.60     1.74     0.75
    1.85     2.55     1.54     0.00     4.08     2.86
    0.98     1.01     1.00     0.82     0.00     0.47
    0.79     0.65     0.71     0.57     0.49     0.00
